DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
15-05-2020 15:00,4135001,bvBOhCH3iADSZry,5537.142857,542.8428571,4659,6321462
15-05-2020 15:15,4135001,bvBOhCH3iADSZry,6268.625,614.075,4796.125,6321599.125
15-05-2020 15:30,4135001,bvBOhCH3iADSZry,7269,711.7285714,4970.714286,6321773.714
15-05-2020 15:45,4135001,bvBOhCH3iADSZry,4442.5,435.4625,5095.25,6321898.25
15-05-2020 16:00,4135001,bvBOhCH3iADSZry,4547.571429,446.2857143,5226.428571,6322029.429
15-05-2020 16:15,4135001,bvBOhCH3iADSZry,4096.125,402.1375,5321.25,6322124.25
15-05-2020 16:30,4135001,bvBOhCH3iADSZry,4333,425.5428571,5429.857143,6322232.857
15-05-2020 16:45,4135001,bvBOhCH3iADSZry,3262.625,320.4625,5524.125,6322327.125
15-05-2020 17:00,4135001,bvBOhCH3iADSZry,2050.285714,201,5589.428571,6322392.429
15-05-2020 17:15,4135001,bvBOhCH3iADSZry,2050.125,200.975,5640.25,6322443.25
15-05-2020 17:30,4135001,bvBOhCH3iADSZry,1095.333333,106.5,5672,6322475
15-05-2020 17:45,4135001,bvBOhCH3iADSZry,481.5,46.55,5692.75,6322495.75
15-05-2020 18:00,4135001,bvBOhCH3iADSZry,272.4285714,26.31428571,5702.285714,6322505.286
15-05-2020 18:15,4135001,bvBOhCH3iADSZry,81.57142857,7.885714286,5706.285714,6322509.286
15-05-2020 18:30,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 18:45,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 19:00,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 19:15,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 19:30,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 19:45,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 20:00,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 20:15,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 20:30,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 20:45,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 21:00,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 21:15,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 21:30,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 21:45,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 22:00,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 22:15,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 22:30,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 22:45,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
15-05-2020 23:00,4135001,bvBOhCH3iADSZry,0,0,5707,6322510
16-05-2020 02:00,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 02:15,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 02:30,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 02:45,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 03:00,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 03:15,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 03:30,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 03:45,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 04:00,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 04:15,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 04:30,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 04:45,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 05:00,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 05:15,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 05:30,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 05:45,4135001,bvBOhCH3iADSZry,0,0,0,6322510
16-05-2020 06:00,4135001,bvBOhCH3iADSZry,37.14285714,3.585714286,0,6322510
16-05-2020 06:15,4135001,bvBOhCH3iADSZry,310.375,30,4.25,6322514.25
16-05-2020 06:30,4135001,bvBOhCH3iADSZry,650.5714286,63,16,6322526
16-05-2020 06:45,4135001,bvBOhCH3iADSZry,1049.375,101.9875,36,6322546
16-05-2020 07:00,4135001,bvBOhCH3iADSZry,1447,141.1285714,66,6322576
16-05-2020 07:15,4135001,bvBOhCH3iADSZry,1841.125,180.4875,106.625,6322616.625
16-05-2020 07:30,4135001,bvBOhCH3iADSZry,2306.714286,226.1714286,156.8571429,6322666.857
16-05-2020 07:45,4135001,bvBOhCH3iADSZry,3195.875,313.95,223,6322733
16-05-2020 08:00,4135001,bvBOhCH3iADSZry,3922.714286,385.4714286,310.7142857,6322820.714
16-05-2020 08:15,4135001,bvBOhCH3iADSZry,4496.5,441.4125,417.5,6322927.5
16-05-2020 08:30,4135001,bvBOhCH3iADSZry,5575.428571,546.4571429,538,6323048
16-05-2020 08:45,4135001,bvBOhCH3iADSZry,6095.75,597.275,681.875,6323191.875
16-05-2020 09:00,4135001,bvBOhCH3iADSZry,5771.714286,565.5857143,829.5714286,6323339.571
16-05-2020 09:15,4135001,bvBOhCH3iADSZry,5302.714286,519.8714286,951.4285714,6323461.429
16-05-2020 09:30,4135001,bvBOhCH3iADSZry,5475.75,536.6875,1085.375,6323595.375
16-05-2020 09:45,4135001,bvBOhCH3iADSZry,6861.428571,671.9857143,1232.142857,6323742.143
16-05-2020 10:00,4135001,bvBOhCH3iADSZry,7711.375,754.8875,1421.125,6323931.125
16-05-2020 10:15,4135001,bvBOhCH3iADSZry,7059.285714,691.2142857,1587.714286,6324097.714
16-05-2020 10:30,4135001,bvBOhCH3iADSZry,9365.625,915.975,1790,6324300
16-05-2020 10:45,4135001,bvBOhCH3iADSZry,8319.285714,813.9714286,2016.428571,6324526.429
16-05-2020 11:00,4135001,bvBOhCH3iADSZry,8146.5,797.25,2208,6324718
16-05-2020 11:15,4135001,bvBOhCH3iADSZry,6963.571429,681.9285714,2393.142857,6324903.143
16-05-2020 11:30,4135001,bvBOhCH3iADSZry,6874,673.15,2569.25,6325079.25
16-05-2020 11:45,4135001,bvBOhCH3iADSZry,8786.571429,859.6714286,2751.714286,6325261.714
16-05-2020 12:00,4135001,bvBOhCH3iADSZry,8208.625,803.3,2960.125,6325470.125
16-05-2020 12:15,4135001,bvBOhCH3iADSZry,6259.428571,613.2285714,3142.571429,6325652.571
16-05-2020 12:30,4135001,bvBOhCH3iADSZry,10129,990.3125,3347.25,6325857.25
16-05-2020 12:45,4135001,bvBOhCH3iADSZry,10950.42857,1070.171429,3603.714286,6326113.714
16-05-2020 13:00,4135001,bvBOhCH3iADSZry,8992.125,879.6625,3847.5,6326357.5
16-05-2020 13:15,4135001,bvBOhCH3iADSZry,10317.71429,1008.671429,4086.142857,6326596.143
16-05-2020 13:30,4135001,bvBOhCH3iADSZry,8715.285714,852.6857143,4304.428571,6326814.429
16-05-2020 13:45,4135001,bvBOhCH3iADSZry,6453.375,632.075,4487.75,6326997.75
16-05-2020 14:00,4135001,bvBOhCH3iADSZry,5576.428571,546.5285714,4643.714286,6327153.714
16-05-2020 14:15,4135001,bvBOhCH3iADSZry,7818.5,765.3125,4803.5,6327313.5
16-05-2020 14:30,4135001,bvBOhCH3iADSZry,6846.714286,670.5285714,4993.857143,6327503.857
16-05-2020 14:45,4135001,bvBOhCH3iADSZry,6805.625,666.5625,5161.125,6327671.125
16-05-2020 15:00,4135001,bvBOhCH3iADSZry,6744.428571,660.5857143,5326.714286,6327836.714
16-05-2020 15:15,4135001,bvBOhCH3iADSZry,5456.75,534.975,5479.5,6327989.5
16-05-2020 15:30,4135001,bvBOhCH3iADSZry,4673,458.5857143,5606.714286,6328116.714
16-05-2020 15:45,4135001,bvBOhCH3iADSZry,3590,352.8875,5707.125,6328217.125
16-05-2020 16:00,4135001,bvBOhCH3iADSZry,3132.714286,307.8428571,5789.571429,6328299.571
16-05-2020 16:15,4135001,bvBOhCH3iADSZry,2651.5,260.0375,5859.75,6328369.75
16-05-2020 16:30,4135001,bvBOhCH3iADSZry,2397.857143,235.1571429,5922.571429,6328432.571
16-05-2020 16:45,4135001,bvBOhCH3iADSZry,2060.75,202.0125,5976.5,6328486.5
16-05-2020 17:00,4135001,bvBOhCH3iADSZry,1824.857143,178.8428571,6024.428571,6328534.429
16-05-2020 17:15,4135001,bvBOhCH3iADSZry,1504.571429,146.9142857,6063,6328573
16-05-2020 17:30,4135001,bvBOhCH3iADSZry,1111.625,108.075,6095.625,6328605.625
16-05-2020 17:45,4135001,bvBOhCH3iADSZry,711,68.91428571,6117.714286,6328627.714
16-05-2020 18:00,4135001,bvBOhCH3iADSZry,373,36.0625,6131.125,6328641.125
16-05-2020 18:15,4135001,bvBOhCH3iADSZry,120.7142857,11.64285714,6137.285714,6328647.286
16-05-2020 18:30,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 18:45,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 19:00,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 19:15,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 19:30,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 19:45,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 20:00,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 20:15,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 20:30,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 20:45,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 21:00,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 21:15,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 21:30,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 21:45,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 22:00,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 22:15,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 22:30,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 22:45,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 23:00,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 23:15,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 23:30,4135001,bvBOhCH3iADSZry,0,0,6138,6328648
16-05-2020 23:45,4135001,bvBOhCH3iADSZry,0,0,3069,6328648
17-05-2020 00:00,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 00:15,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 00:30,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 00:45,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 01:00,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 01:15,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 01:30,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 01:45,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 02:00,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 02:15,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 02:30,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 02:45,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 03:00,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 03:15,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 03:30,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 03:45,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 04:00,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 04:15,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 04:30,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 04:45,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 05:00,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 05:15,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 05:30,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 05:45,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 06:00,4135001,bvBOhCH3iADSZry,0,0,0,6328648
17-05-2020 06:15,4135001,bvBOhCH3iADSZry,120.75,11.675,0.875,6328648.875
17-05-2020 06:30,4135001,bvBOhCH3iADSZry,413.1428571,39.95714286,6.857142857,6328654.857
17-05-2020 06:45,4135001,bvBOhCH3iADSZry,809.75,78.55,21,6328669
17-05-2020 07:00,4135001,bvBOhCH3iADSZry,1289.714286,125.5,46.14285714,6328694.143
17-05-2020 07:15,4135001,bvBOhCH3iADSZry,2286.5,224.1875,89.875,6328737.875
17-05-2020 07:30,4135001,bvBOhCH3iADSZry,2647,259.8714286,148.8571429,6328796.857
17-05-2020 07:45,4135001,bvBOhCH3iADSZry,4040.875,396.7375,232.125,6328880.125
17-05-2020 08:00,4135001,bvBOhCH3iADSZry,4832,473.9714286,346.1428571,6328994.143
17-05-2020 08:15,4135001,bvBOhCH3iADSZry,4846.875,475.2875,463.875,6329111.875
17-05-2020 08:30,4135001,bvBOhCH3iADSZry,5104.142857,500.4428571,581.4285714,6329229.429
17-05-2020 08:45,4135001,bvBOhCH3iADSZry,7040.125,689.425,730,6329378
17-05-2020 09:00,4135001,bvBOhCH3iADSZry,6762.142857,662.3428571,908.8571429,6329556.857
17-05-2020 09:15,4135001,bvBOhCH3iADSZry,5936.375,581.65,1046.5,6329694.5
17-05-2020 09:30,4135001,bvBOhCH3iADSZry,7695,753.2142857,1228.714286,6329876.714
17-05-2020 09:45,4135001,bvBOhCH3iADSZry,9373,916.8,1422.285714,6330070.286
17-05-2020 10:00,4135001,bvBOhCH3iADSZry,9087.625,888.9375,1652.75,6330300.75
17-05-2020 10:15,4135001,bvBOhCH3iADSZry,8921.571429,872.8285714,1861.857143,6330509.857
17-05-2020 10:30,4135001,bvBOhCH3iADSZry,9644,943.0125,2092.5,6330740.5
17-05-2020 10:45,4135001,bvBOhCH3iADSZry,11185.42857,1093.014286,2349,6330997
17-05-2020 11:00,4135001,bvBOhCH3iADSZry,10553.25,1030.4875,2604,6331252
17-05-2020 11:15,4135001,bvBOhCH3iADSZry,10427.71429,1017.828571,2881.571429,6331529.571
17-05-2020 11:30,4135001,bvBOhCH3iADSZry,10760.75,1050.25,3156,6331804
17-05-2020 11:45,4135001,bvBOhCH3iADSZry,10224.28571,998.8,3419.428571,6332067.429
17-05-2020 12:00,4135001,bvBOhCH3iADSZry,6253.125,612.65,3602.5,6332250.5
17-05-2020 12:15,4135001,bvBOhCH3iADSZry,9936.571429,970.8,3786,6332434
17-05-2020 12:30,4135001,bvBOhCH3iADSZry,6741,659.725,4003.875,6332651.875
17-05-2020 12:45,4135001,bvBOhCH3iADSZry,10510.71429,1026.057143,4208.857143,6332856.857
17-05-2020 13:00,4135001,bvBOhCH3iADSZry,6382.75,624.5125,4436,6333084
17-05-2020 13:15,4135001,bvBOhCH3iADSZry,7073.714286,691.7,4550.142857,6333198.143
17-05-2020 13:30,4135001,bvBOhCH3iADSZry,8921.125,871.55,4790.875,6333438.875
17-05-2020 13:45,4135001,bvBOhCH3iADSZry,8402.857143,821.7,4976,6333624
17-05-2020 14:00,4135001,bvBOhCH3iADSZry,7775.5,760.35,5199.75,6333847.75
17-05-2020 14:15,4135001,bvBOhCH3iADSZry,4772.285714,468.1285714,5336.428571,6333984.429
17-05-2020 14:30,4135001,bvBOhCH3iADSZry,3444,337.9428571,5432.142857,6334080.143
17-05-2020 14:45,4135001,bvBOhCH3iADSZry,9361.875,915.5125,5589.375,6334237.375
17-05-2020 15:00,4135001,bvBOhCH3iADSZry,8626.857143,844.0714286,5820.714286,6334468.714
17-05-2020 15:15,4135001,bvBOhCH3iADSZry,6735.875,659.7125,5998.75,6334646.75
17-05-2020 15:30,4135001,bvBOhCH3iADSZry,7378.571429,722.2714286,6180,6334828
17-05-2020 15:45,4135001,bvBOhCH3iADSZry,3922.125,384.85,6304.375,6334952.375
17-05-2020 16:00,4135001,bvBOhCH3iADSZry,5672.857143,555.7,6434,6335082
17-05-2020 16:15,4135001,bvBOhCH3iADSZry,4336.714286,425.6,6550.857143,6335198.857
17-05-2020 16:30,4135001,bvBOhCH3iADSZry,3778.857143,370.8857143,6647.857143,6335295.857
17-05-2020 16:45,4135001,bvBOhCH3iADSZry,3442.375,338.2,6741.625,6335389.625
17-05-2020 17:00,4135001,bvBOhCH3iADSZry,1873.857143,183.7,6807.142857,6335455.143
17-05-2020 17:15,4135001,bvBOhCH3iADSZry,1554.375,152.1,6848.875,6335496.875
17-05-2020 17:30,4135001,bvBOhCH3iADSZry,1270.857143,123.6142857,6883.857143,6335531.857
17-05-2020 17:45,4135001,bvBOhCH3iADSZry,796.125,77.2625,6909.625,6335557.625
17-05-2020 18:00,4135001,bvBOhCH3iADSZry,282.7142857,27.28571429,6922.285714,6335570.286
17-05-2020 18:15,4135001,bvBOhCH3iADSZry,109.125,10.525,6927,6335575
17-05-2020 18:30,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 18:45,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 19:00,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 19:15,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 19:30,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 19:45,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 20:00,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 20:15,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 20:30,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 20:45,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 21:00,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 21:15,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 21:30,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 21:45,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 22:00,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 22:15,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 22:30,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 22:45,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 23:00,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 23:15,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 23:30,4135001,bvBOhCH3iADSZry,0,0,6928,6335576
17-05-2020 23:45,4135001,bvBOhCH3iADSZry,0,0,4330,6335576
18-05-2020 00:00,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 00:15,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 00:30,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 00:45,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 01:00,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 01:15,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 01:30,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 01:45,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 02:00,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 02:15,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 02:30,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 02:45,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 03:00,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 03:15,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 03:30,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 03:45,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 04:00,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 04:15,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 04:30,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 04:45,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 05:00,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 05:15,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 05:30,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 05:45,4135001,bvBOhCH3iADSZry,0,0,0,6335576
18-05-2020 06:00,4135001,bvBOhCH3iADSZry,71.625,6.8875,0.25,6335576.25
18-05-2020 06:15,4135001,bvBOhCH3iADSZry,362.2857143,35.02857143,5.142857143,6335581.143
18-05-2020 06:30,4135001,bvBOhCH3iADSZry,709.625,68.7625,17.75,6335593.75
18-05-2020 06:45,4135001,bvBOhCH3iADSZry,1071,104.0857143,39.71428571,6335615.714
18-05-2020 07:00,4135001,bvBOhCH3iADSZry,1587.25,155.2125,71,6335647
18-05-2020 07:15,4135001,bvBOhCH3iADSZry,2502.714286,245.4285714,120.7142857,6335696.714
18-05-2020 07:30,4135001,bvBOhCH3iADSZry,3090.375,303.4875,193,6335769
18-05-2020 07:45,4135001,bvBOhCH3iADSZry,1601.285714,156.5428571,251.8571429,6335827.857
18-05-2020 08:00,4135001,bvBOhCH3iADSZry,1179.857143,114.7428571,283.4285714,6335859.429
